game_id,season,week,home_team,away_team,home_score,away_score,home_win
2022_01_BAL_NYJ,2022,1,NYJ,BAL,9,24,0
2022_01_BUF_LA,2022,1,LA,BUF,10,31,0
2022_01_CLE_CAR,2022,1,CAR,CLE,24,26,0
2022_01_DEN_SEA,2022,1,SEA,DEN,17,16,1
2022_01_GB_MIN,2022,1,MIN,GB,23,7,1
2022_01_IND_HOU,2022,1,HOU,IND,20,20,0
2022_01_JAX_WAS,2022,1,WAS,JAX,28,22,1
2022_01_KC_ARI,2022,1,ARI,KC,21,44,0
2022_01_LV_LAC,2022,1,LAC,LV,24,19,1
2022_01_NE_MIA,2022,1,MIA,NE,20,7,1
2022_01_NO_ATL,2022,1,ATL,NO,26,27,0
2022_01_NYG_TEN,2022,1,TEN,NYG,20,21,0
2022_01_PHI_DET,2022,1,DET,PHI,35,38,0
2022_01_PIT_CIN,2022,1,CIN,PIT,20,23,0
2022_01_SF_CHI,2022,1,CHI,SF,19,10,1
2022_01_TB_DAL,2022,1,DAL,TB,3,19,0
2022_02_ARI_LV,2022,2,LV,ARI,23,29,0
2022_02_ATL_LA,2022,2,LA,ATL,31,27,1
2022_02_CAR_NYG,2022,2,NYG,CAR,19,16,1
2022_02_CHI_GB,2022,2,GB,CHI,27,10,1
2022_02_CIN_DAL,2022,2,DAL,CIN,20,17,1
2022_02_HOU_DEN,2022,2,DEN,HOU,16,9,1
2022_02_IND_JAX,2022,2,JAX,IND,24,0,1
2022_02_LAC_KC,2022,2,KC,LAC,27,24,1
2022_02_MIA_BAL,2022,2,BAL,MIA,38,42,0
2022_02_MIN_PHI,2022,2,PHI,MIN,24,7,1
2022_02_NE_PIT,2022,2,PIT,NE,14,17,0
2022_02_NYJ_CLE,2022,2,CLE,NYJ,30,31,0
2022_02_SEA_SF,2022,2,SF,SEA,27,7,1
2022_02_TB_NO,2022,2,NO,TB,10,20,0
2022_02_TEN_BUF,2022,2,BUF,TEN,41,7,1
2022_02_WAS_DET,2022,2,DET,WAS,36,27,1
2022_03_ATL_SEA,2022,3,SEA,ATL,23,27,0
2022_03_BAL_NE,2022,3,NE,BAL,26,37,0
2022_03_BUF_MIA,2022,3,MIA,BUF,21,19,1
2022_03_CIN_NYJ,2022,3,NYJ,CIN,12,27,0
2022_03_DAL_NYG,2022,3,NYG,DAL,16,23,0
2022_03_DET_MIN,2022,3,MIN,DET,28,24,1
2022_03_GB_TB,2022,3,TB,GB,12,14,0
2022_03_HOU_CHI,2022,3,CHI,HOU,23,20,1
2022_03_JAX_LAC,2022,3,LAC,JAX,10,38,0
2022_03_KC_IND,2022,3,IND,KC,20,17,1
2022_03_LA_ARI,2022,3,ARI,LA,12,20,0
2022_03_LV_TEN,2022,3,TEN,LV,24,22,1
2022_03_NO_CAR,2022,3,CAR,NO,22,14,1
2022_03_PHI_WAS,2022,3,WAS,PHI,8,24,0
2022_03_PIT_CLE,2022,3,CLE,PIT,29,17,1
2022_03_SF_DEN,2022,3,DEN,SF,11,10,1
2022_04_ARI_CAR,2022,4,CAR,ARI,16,26,0
2022_04_BUF_BAL,2022,4,BAL,BUF,20,23,0
2022_04_CHI_NYG,2022,4,NYG,CHI,20,12,1
2022_04_CLE_ATL,2022,4,ATL,CLE,23,20,1
2022_04_DEN_LV,2022,4,LV,DEN,32,23,1
2022_04_JAX_PHI,2022,4,PHI,JAX,29,21,1
2022_04_KC_TB,2022,4,TB,KC,31,41,0
2022_04_LAC_HOU,2022,4,HOU,LAC,24,34,0
2022_04_LA_SF,2022,4,SF,LA,24,9,1
2022_04_MIA_CIN,2022,4,CIN,MIA,27,15,1
2022_04_MIN_NO,2022,4,NO,MIN,25,28,0
2022_04_NE_GB,2022,4,GB,NE,27,24,1
2022_04_NYJ_PIT,2022,4,PIT,NYJ,20,24,0
2022_04_SEA_DET,2022,4,DET,SEA,45,48,0
2022_04_TEN_IND,2022,4,IND,TEN,17,24,0
2022_04_WAS_DAL,2022,4,DAL,WAS,25,10,1
2022_05_ATL_TB,2022,5,TB,ATL,21,15,1
2022_05_CHI_MIN,2022,5,MIN,CHI,29,22,1
2022_05_CIN_BAL,2022,5,BAL,CIN,19,17,1
2022_05_DAL_LA,2022,5,LA,DAL,10,22,0
2022_05_DET_NE,2022,5,NE,DET,29,0,1
2022_05_HOU_JAX,2022,5,JAX,HOU,6,13,0
2022_05_IND_DEN,2022,5,DEN,IND,9,12,0
2022_05_LAC_CLE,2022,5,CLE,LAC,28,30,0
2022_05_LV_KC,2022,5,KC,LV,30,29,1
2022_05_MIA_NYJ,2022,5,NYJ,MIA,40,17,1
2022_05_NYG_GB,2022,5,GB,NYG,22,27,0
2022_05_PHI_ARI,2022,5,ARI,PHI,17,20,0
2022_05_PIT_BUF,2022,5,BUF,PIT,38,3,1
2022_05_SEA_NO,2022,5,NO,SEA,39,32,1
2022_05_SF_CAR,2022,5,CAR,SF,15,37,0
2022_05_TEN_WAS,2022,5,WAS,TEN,17,21,0
2022_06_ARI_SEA,2022,6,SEA,ARI,19,9,1
2022_06_BAL_NYG,2022,6,NYG,BAL,24,20,1
2022_06_BUF_KC,2022,6,KC,BUF,20,24,0
2022_06_CAR_LA,2022,6,LA,CAR,24,10,1
2022_06_CIN_NO,2022,6,NO,CIN,26,30,0
2022_06_DAL_PHI,2022,6,PHI,DAL,26,17,1
2022_06_DEN_LAC,2022,6,LAC,DEN,19,16,1
2022_06_JAX_IND,2022,6,IND,JAX,34,27,1
2022_06_MIN_MIA,2022,6,MIA,MIN,16,24,0
2022_06_NE_CLE,2022,6,CLE,NE,15,38,0
2022_06_NYJ_GB,2022,6,GB,NYJ,10,27,0
2022_06_SF_ATL,2022,6,ATL,SF,28,14,1
2022_06_TB_PIT,2022,6,PIT,TB,20,18,1
2022_06_WAS_CHI,2022,6,CHI,WAS,7,12,0
2022_07_ATL_CIN,2022,7,CIN,ATL,35,17,1
2022_07_CHI_NE,2022,7,NE,CHI,14,33,0
2022_07_CLE_BAL,2022,7,BAL,CLE,23,20,1
2022_07_DET_DAL,2022,7,DAL,DET,24,6,1
2022_07_GB_WAS,2022,7,WAS,GB,23,21,1
2022_07_HOU_LV,2022,7,LV,HOU,38,20,1
2022_07_IND_TEN,2022,7,TEN,IND,19,10,1
2022_07_KC_SF,2022,7,SF,KC,23,44,0
2022_07_NO_ARI,2022,7,ARI,NO,42,34,1
2022_07_NYG_JAX,2022,7,JAX,NYG,17,23,0
2022_07_NYJ_DEN,2022,7,DEN,NYJ,9,16,0
2022_07_PIT_MIA,2022,7,MIA,PIT,16,10,1
2022_07_SEA_LAC,2022,7,LAC,SEA,23,37,0
2022_07_TB_CAR,2022,7,CAR,TB,21,3,1
2022_08_ARI_MIN,2022,8,MIN,ARI,34,26,1
2022_08_BAL_TB,2022,8,TB,BAL,22,27,0
2022_08_CAR_ATL,2022,8,ATL,CAR,37,34,1
2022_08_CHI_DAL,2022,8,DAL,CHI,49,29,1
2022_08_CIN_CLE,2022,8,CLE,CIN,32,13,1
2022_08_DEN_JAX,2022,8,JAX,DEN,17,21,0
2022_08_GB_BUF,2022,8,BUF,GB,27,17,1
2022_08_LV_NO,2022,8,NO,LV,24,0,1
2022_08_MIA_DET,2022,8,DET,MIA,27,31,0
2022_08_NE_NYJ,2022,8,NYJ,NE,17,22,0
2022_08_NYG_SEA,2022,8,SEA,NYG,27,13,1
2022_08_PIT_PHI,2022,8,PHI,PIT,35,13,1
2022_08_SF_LA,2022,8,LA,SF,14,31,0
2022_08_TEN_HOU,2022,8,HOU,TEN,10,17,0
2022_08_WAS_IND,2022,8,IND,WAS,16,17,0
2022_09_BAL_NO,2022,9,NO,BAL,13,27,0
2022_09_BUF_NYJ,2022,9,NYJ,BUF,20,17,1
2022_09_CAR_CIN,2022,9,CIN,CAR,42,21,1
2022_09_GB_DET,2022,9,DET,GB,15,9,1
2022_09_IND_NE,2022,9,NE,IND,26,3,1
2022_09_LAC_ATL,2022,9,ATL,LAC,17,20,0
2022_09_LA_TB,2022,9,TB,LA,16,13,1
2022_09_LV_JAX,2022,9,JAX,LV,27,20,1
2022_09_MIA_CHI,2022,9,CHI,MIA,32,35,0
2022_09_MIN_WAS,2022,9,WAS,MIN,17,20,0
2022_09_PHI_HOU,2022,9,HOU,PHI,17,29,0
2022_09_SEA_ARI,2022,9,ARI,SEA,21,31,0
2022_09_TEN_KC,2022,9,KC,TEN,20,17,1
2022_10_ARI_LA,2022,10,LA,ARI,17,27,0
2022_10_ATL_CAR,2022,10,CAR,ATL,25,15,1
2022_10_CLE_MIA,2022,10,MIA,CLE,39,17,1
2022_10_DAL_GB,2022,10,GB,DAL,31,28,1
2022_10_DEN_TEN,2022,10,TEN,DEN,17,10,1
2022_10_DET_CHI,2022,10,CHI,DET,30,31,0
2022_10_HOU_NYG,2022,10,NYG,HOU,24,16,1
2022_10_IND_LV,2022,10,LV,IND,20,25,0
2022_10_JAX_KC,2022,10,KC,JAX,27,17,1
2022_10_LAC_SF,2022,10,SF,LAC,22,16,1
2022_10_MIN_BUF,2022,10,BUF,MIN,30,33,0
2022_10_NO_PIT,2022,10,PIT,NO,20,10,1
2022_10_SEA_TB,2022,10,TB,SEA,21,16,1
2022_10_WAS_PHI,2022,10,PHI,WAS,21,32,0
2022_11_CAR_BAL,2022,11,BAL,CAR,13,3,1
2022_11_CHI_ATL,2022,11,ATL,CHI,27,24,1
2022_11_CIN_PIT,2022,11,PIT,CIN,30,37,0
2022_11_CLE_BUF,2022,11,BUF,CLE,31,23,1
2022_11_DAL_MIN,2022,11,MIN,DAL,3,40,0
2022_11_DET_NYG,2022,11,NYG,DET,18,31,0
2022_11_KC_LAC,2022,11,LAC,KC,27,30,0
2022_11_LA_NO,2022,11,NO,LA,27,20,1
2022_11_LV_DEN,2022,11,DEN,LV,16,22,0
2022_11_NYJ_NE,2022,11,NE,NYJ,10,3,1
2022_11_PHI_IND,2022,11,IND,PHI,16,17,0
2022_11_SF_ARI,2022,11,ARI,SF,10,38,0
2022_11_TEN_GB,2022,11,GB,TEN,17,27,0
2022_11_WAS_HOU,2022,11,HOU,WAS,10,23,0
2022_12_ATL_WAS,2022,12,WAS,ATL,19,13,1
2022_12_BAL_JAX,2022,12,JAX,BAL,28,27,1
2022_12_BUF_DET,2022,12,DET,BUF,25,28,0
2022_12_CHI_NYJ,2022,12,NYJ,CHI,31,10,1
2022_12_CIN_TEN,2022,12,TEN,CIN,16,20,0
2022_12_DEN_CAR,2022,12,CAR,DEN,23,10,1
2022_12_GB_PHI,2022,12,PHI,GB,40,33,1
2022_12_HOU_MIA,2022,12,MIA,HOU,30,15,1
2022_12_LAC_ARI,2022,12,ARI,LAC,24,25,0
2022_12_LA_KC,2022,12,KC,LA,26,10,1
2022_12_LV_SEA,2022,12,SEA,LV,34,40,0
2022_12_NE_MIN,2022,12,MIN,NE,33,26,1
2022_12_NO_SF,2022,12,SF,NO,13,0,1
2022_12_NYG_DAL,2022,12,DAL,NYG,28,20,1
2022_12_PIT_IND,2022,12,IND,PIT,17,24,0
2022_12_TB_CLE,2022,12,CLE,TB,23,17,1
2022_13_BUF_NE,2022,13,NE,BUF,10,24,0
2022_13_CLE_HOU,2022,13,HOU,CLE,14,27,0
2022_13_DEN_BAL,2022,13,BAL,DEN,10,9,1
2022_13_GB_CHI,2022,13,CHI,GB,19,28,0
2022_13_IND_DAL,2022,13,DAL,IND,54,19,1
2022_13_JAX_DET,2022,13,DET,JAX,40,14,1
2022_13_KC_CIN,2022,13,CIN,KC,27,24,1
2022_13_LAC_LV,2022,13,LV,LAC,27,20,1
2022_13_MIA_SF,2022,13,SF,MIA,33,17,1
2022_13_NO_TB,2022,13,TB,NO,17,16,1
2022_13_NYJ_MIN,2022,13,MIN,NYJ,27,22,1
2022_13_PIT_ATL,2022,13,ATL,PIT,16,19,0
2022_13_SEA_LA,2022,13,LA,SEA,23,27,0
2022_13_TEN_PHI,2022,13,PHI,TEN,35,10,1
2022_13_WAS_NYG,2022,13,NYG,WAS,20,20,0
2022_14_BAL_PIT,2022,14,PIT,BAL,14,16,0
2022_14_CAR_SEA,2022,14,SEA,CAR,24,30,0
2022_14_CLE_CIN,2022,14,CIN,CLE,23,10,1
2022_14_HOU_DAL,2022,14,DAL,HOU,27,23,1
2022_14_JAX_TEN,2022,14,TEN,JAX,22,36,0
2022_14_KC_DEN,2022,14,DEN,KC,28,34,0
2022_14_LV_LA,2022,14,LA,LV,17,16,1
2022_14_MIA_LAC,2022,14,LAC,MIA,23,17,1
2022_14_MIN_DET,2022,14,DET,MIN,34,23,1
2022_14_NE_ARI,2022,14,ARI,NE,13,27,0
2022_14_NYJ_BUF,2022,14,BUF,NYJ,20,12,1
2022_14_PHI_NYG,2022,14,NYG,PHI,22,48,0
2022_14_TB_SF,2022,14,SF,TB,35,7,1
2022_15_ARI_DEN,2022,15,DEN,ARI,24,15,1
2022_15_ATL_NO,2022,15,NO,ATL,21,18,1
2022_15_BAL_CLE,2022,15,CLE,BAL,13,3,1
2022_15_CIN_TB,2022,15,TB,CIN,23,34,0
2022_15_DAL_JAX,2022,15,JAX,DAL,40,34,1
2022_15_DET_NYJ,2022,15,NYJ,DET,17,20,0
2022_15_IND_MIN,2022,15,MIN,IND,39,36,1
2022_15_KC_HOU,2022,15,HOU,KC,24,30,0
2022_15_LA_GB,2022,15,GB,LA,24,12,1
2022_15_MIA_BUF,2022,15,BUF,MIA,32,29,1
2022_15_NE_LV,2022,15,LV,NE,30,24,1
2022_15_NYG_WAS,2022,15,WAS,NYG,12,20,0
2022_15_PHI_CHI,2022,15,CHI,PHI,20,25,0
2022_15_PIT_CAR,2022,15,CAR,PIT,16,24,0
2022_15_SF_SEA,2022,15,SEA,SF,13,21,0
2022_15_TEN_LAC,2022,15,LAC,TEN,17,14,1
2022_16_ATL_BAL,2022,16,BAL,ATL,17,9,1
2022_16_BUF_CHI,2022,16,CHI,BUF,13,35,0
2022_16_CIN_NE,2022,16,NE,CIN,18,22,0
2022_16_DEN_LA,2022,16,LA,DEN,51,14,1
2022_16_DET_CAR,2022,16,CAR,DET,37,23,1
2022_16_GB_MIA,2022,16,MIA,GB,20,26,0
2022_16_HOU_TEN,2022,16,TEN,HOU,14,19,0
2022_16_JAX_NYJ,2022,16,NYJ,JAX,3,19,0
2022_16_LAC_IND,2022,16,IND,LAC,3,20,0
2022_16_LV_PIT,2022,16,PIT,LV,13,10,1
2022_16_NO_CLE,2022,16,CLE,NO,10,17,0
2022_16_NYG_MIN,2022,16,MIN,NYG,27,24,1
2022_16_PHI_DAL,2022,16,DAL,PHI,40,34,1
2022_16_SEA_KC,2022,16,KC,SEA,24,10,1
2022_16_TB_ARI,2022,16,ARI,TB,16,19,0
2022_16_WAS_SF,2022,16,SF,WAS,37,20,1
2022_17_ARI_ATL,2022,17,ATL,ARI,20,19,1
2022_17_CAR_TB,2022,17,TB,CAR,30,24,1
2022_17_CHI_DET,2022,17,DET,CHI,41,10,1
2022_17_CLE_WAS,2022,17,WAS,CLE,10,24,0
2022_17_DAL_TEN,2022,17,TEN,DAL,13,27,0
2022_17_DEN_KC,2022,17,KC,DEN,27,24,1
2022_17_IND_NYG,2022,17,NYG,IND,38,10,1
2022_17_JAX_HOU,2022,17,HOU,JAX,3,31,0
2022_17_LA_LAC,2022,17,LAC,LA,31,10,1
2022_17_MIA_NE,2022,17,NE,MIA,23,21,1
2022_17_MIN_GB,2022,17,GB,MIN,41,17,1
2022_17_NO_PHI,2022,17,PHI,NO,10,20,0
2022_17_NYJ_SEA,2022,17,SEA,NYJ,23,6,1
2022_17_PIT_BAL,2022,17,BAL,PIT,13,16,0
2022_17_SF_LV,2022,17,LV,SF,34,37,0
2022_18_ARI_SF,2022,18,SF,ARI,38,13,1
2022_18_BAL_CIN,2022,18,CIN,BAL,27,16,1
2022_18_CAR_NO,2022,18,NO,CAR,7,10,0
2022_18_CLE_PIT,2022,18,PIT,CLE,28,14,1
2022_18_DAL_WAS,2022,18,WAS,DAL,26,6,1
2022_18_DET_GB,2022,18,GB,DET,16,20,0
2022_18_HOU_IND,2022,18,IND,HOU,31,32,0
2022_18_KC_LV,2022,18,LV,KC,13,31,0
2022_18_LAC_DEN,2022,18,DEN,LAC,31,28,1
2022_18_LA_SEA,2022,18,SEA,LA,19,16,1
2022_18_MIN_CHI,2022,18,CHI,MIN,13,29,0
2022_18_NE_BUF,2022,18,BUF,NE,35,23,1
2022_18_NYG_PHI,2022,18,PHI,NYG,22,16,1
2022_18_NYJ_MIA,2022,18,MIA,NYJ,11,6,1
2022_18_TB_ATL,2022,18,ATL,TB,30,17,1
2022_18_TEN_JAX,2022,18,JAX,TEN,20,16,1
2022_19_BAL_CIN,2022,19,CIN,BAL,24,17,1
2022_19_DAL_TB,2022,19,TB,DAL,14,31,0
2022_19_LAC_JAX,2022,19,JAX,LAC,31,30,1
2022_19_MIA_BUF,2022,19,BUF,MIA,34,31,1
2022_19_NYG_MIN,2022,19,MIN,NYG,24,31,0
2022_19_SEA_SF,2022,19,SF,SEA,41,23,1
2022_20_CIN_BUF,2022,20,BUF,CIN,10,27,0
2022_20_DAL_SF,2022,20,SF,DAL,19,12,1
2022_20_JAX_KC,2022,20,KC,JAX,27,20,1
2022_20_NYG_PHI,2022,20,PHI,NYG,38,7,1
2022_21_CIN_KC,2022,21,KC,CIN,23,20,1
2022_21_SF_PHI,2022,21,PHI,SF,31,7,1
2022_22_KC_PHI,2022,22,PHI,KC,35,38,0
2023_01_ARI_WAS,2023,1,WAS,ARI,20,16,1
2023_01_BUF_NYJ,2023,1,NYJ,BUF,22,16,1
2023_01_CAR_ATL,2023,1,ATL,CAR,24,10,1
2023_01_CIN_CLE,2023,1,CLE,CIN,24,3,1
2023_01_DAL_NYG,2023,1,NYG,DAL,0,40,0
2023_01_DET_KC,2023,1,KC,DET,20,21,0
2023_01_GB_CHI,2023,1,CHI,GB,20,38,0
2023_01_HOU_BAL,2023,1,BAL,HOU,25,9,1
2023_01_JAX_IND,2023,1,IND,JAX,21,31,0
2023_01_LA_SEA,2023,1,SEA,LA,13,30,0
2023_01_LV_DEN,2023,1,DEN,LV,16,17,0
2023_01_MIA_LAC,2023,1,LAC,MIA,34,36,0
2023_01_PHI_NE,2023,1,NE,PHI,20,25,0
2023_01_SF_PIT,2023,1,PIT,SF,7,30,0
2023_01_TB_MIN,2023,1,MIN,TB,17,20,0
2023_01_TEN_NO,2023,1,NO,TEN,16,15,1
2023_02_BAL_CIN,2023,2,CIN,BAL,24,27,0
2023_02_CHI_TB,2023,2,TB,CHI,27,17,1
2023_02_CLE_PIT,2023,2,PIT,CLE,26,22,1
2023_02_GB_ATL,2023,2,ATL,GB,25,24,1
2023_02_IND_HOU,2023,2,HOU,IND,20,31,0
2023_02_KC_JAX,2023,2,JAX,KC,9,17,0
2023_02_LAC_TEN,2023,2,TEN,LAC,27,24,1
2023_02_LV_BUF,2023,2,BUF,LV,38,10,1
2023_02_MIA_NE,2023,2,NE,MIA,17,24,0
2023_02_MIN_PHI,2023,2,PHI,MIN,34,28,1
2023_02_NO_CAR,2023,2,CAR,NO,17,20,0
2023_02_NYG_ARI,2023,2,ARI,NYG,28,31,0
2023_02_NYJ_DAL,2023,2,DAL,NYJ,30,10,1
2023_02_SEA_DET,2023,2,DET,SEA,31,37,0
2023_02_SF_LA,2023,2,LA,SF,23,30,0
2023_02_WAS_DEN,2023,2,DEN,WAS,33,35,0
2023_03_ATL_DET,2023,3,DET,ATL,20,6,1
2023_03_BUF_WAS,2023,3,WAS,BUF,3,37,0
2023_03_CAR_SEA,2023,3,SEA,CAR,37,27,1
2023_03_CHI_KC,2023,3,KC,CHI,41,10,1
2023_03_DAL_ARI,2023,3,ARI,DAL,28,16,1
2023_03_DEN_MIA,2023,3,MIA,DEN,70,20,1
2023_03_HOU_JAX,2023,3,JAX,HOU,17,37,0
2023_03_IND_BAL,2023,3,BAL,IND,19,22,0
2023_03_LAC_MIN,2023,3,MIN,LAC,24,28,0
2023_03_LA_CIN,2023,3,CIN,LA,19,16,1
2023_03_NE_NYJ,2023,3,NYJ,NE,10,15,0
2023_03_NO_GB,2023,3,GB,NO,18,17,1
2023_03_NYG_SF,2023,3,SF,NYG,30,12,1
2023_03_PHI_TB,2023,3,TB,PHI,11,25,0
2023_03_PIT_LV,2023,3,LV,PIT,18,23,0
2023_03_TEN_CLE,2023,3,CLE,TEN,27,3,1
2023_04_ARI_SF,2023,4,SF,ARI,35,16,1
2023_04_ATL_JAX,2023,4,JAX,ATL,23,7,1
2023_04_BAL_CLE,2023,4,CLE,BAL,3,28,0
2023_04_CIN_TEN,2023,4,TEN,CIN,27,3,1
2023_04_DEN_CHI,2023,4,CHI,DEN,28,31,0
2023_04_DET_GB,2023,4,GB,DET,20,34,0
2023_04_KC_NYJ,2023,4,NYJ,KC,20,23,0
2023_04_LA_IND,2023,4,IND,LA,23,29,0
2023_04_LV_LAC,2023,4,LAC,LV,24,17,1
2023_04_MIA_BUF,2023,4,BUF,MIA,48,20,1
2023_04_MIN_CAR,2023,4,CAR,MIN,13,21,0
2023_04_NE_DAL,2023,4,DAL,NE,38,3,1
2023_04_PIT_HOU,2023,4,HOU,PIT,30,6,1
2023_04_SEA_NYG,2023,4,NYG,SEA,3,24,0
2023_04_TB_NO,2023,4,NO,TB,9,26,0
2023_04_WAS_PHI,2023,4,PHI,WAS,34,31,1
2023_05_BAL_PIT,2023,5,PIT,BAL,17,10,1
2023_05_CAR_DET,2023,5,DET,CAR,42,24,1
2023_05_CHI_WAS,2023,5,WAS,CHI,20,40,0
2023_05_CIN_ARI,2023,5,ARI,CIN,20,34,0
2023_05_DAL_SF,2023,5,SF,DAL,42,10,1
2023_05_GB_LV,2023,5,LV,GB,17,13,1
2023_05_HOU_ATL,2023,5,ATL,HOU,21,19,1
2023_05_JAX_BUF,2023,5,BUF,JAX,20,25,0
2023_05_KC_MIN,2023,5,MIN,KC,20,27,0
2023_05_NO_NE,2023,5,NE,NO,0,34,0
2023_05_NYG_MIA,2023,5,MIA,NYG,31,16,1
2023_05_NYJ_DEN,2023,5,DEN,NYJ,21,31,0
2023_05_PHI_LA,2023,5,LA,PHI,14,23,0
2023_05_TEN_IND,2023,5,IND,TEN,23,16,1
2023_06_ARI_LA,2023,6,LA,ARI,26,9,1
2023_06_BAL_TEN,2023,6,TEN,BAL,16,24,0
2023_06_CAR_MIA,2023,6,MIA,CAR,42,21,1
2023_06_DAL_LAC,2023,6,LAC,DAL,17,20,0
2023_06_DEN_KC,2023,6,KC,DEN,19,8,1
2023_06_DET_TB,2023,6,TB,DET,6,20,0
2023_06_IND_JAX,2023,6,JAX,IND,37,20,1
2023_06_MIN_CHI,2023,6,CHI,MIN,13,19,0
2023_06_NE_LV,2023,6,LV,NE,21,17,1
2023_06_NO_HOU,2023,6,HOU,NO,20,13,1
2023_06_NYG_BUF,2023,6,BUF,NYG,14,9,1
2023_06_PHI_NYJ,2023,6,NYJ,PHI,20,14,1
2023_06_SEA_CIN,2023,6,CIN,SEA,17,13,1
2023_06_SF_CLE,2023,6,CLE,SF,19,17,1
2023_06_WAS_ATL,2023,6,ATL,WAS,16,24,0
2023_07_ARI_SEA,2023,7,SEA,ARI,20,10,1
2023_07_ATL_TB,2023,7,TB,ATL,13,16,0
2023_07_BUF_NE,2023,7,NE,BUF,29,25,1
2023_07_CLE_IND,2023,7,IND,CLE,38,39,0
2023_07_DET_BAL,2023,7,BAL,DET,38,6,1
2023_07_GB_DEN,2023,7,DEN,GB,19,17,1
2023_07_JAX_NO,2023,7,NO,JAX,24,31,0
2023_07_LAC_KC,2023,7,KC,LAC,31,17,1
2023_07_LV_CHI,2023,7,CHI,LV,30,12,1
2023_07_MIA_PHI,2023,7,PHI,MIA,31,17,1
2023_07_PIT_LA,2023,7,LA,PIT,17,24,0
2023_07_SF_MIN,2023,7,MIN,SF,22,17,1
2023_07_WAS_NYG,2023,7,NYG,WAS,14,7,1
2023_08_ATL_TEN,2023,8,TEN,ATL,28,23,1
2023_08_BAL_ARI,2023,8,ARI,BAL,24,31,0
2023_08_CHI_LAC,2023,8,LAC,CHI,30,13,1
2023_08_CIN_SF,2023,8,SF,CIN,17,31,0
2023_08_CLE_SEA,2023,8,SEA,CLE,24,20,1
2023_08_HOU_CAR,2023,8,CAR,HOU,15,13,1
2023_08_JAX_PIT,2023,8,PIT,JAX,10,20,0
2023_08_KC_DEN,2023,8,DEN,KC,24,9,1
2023_08_LA_DAL,2023,8,DAL,LA,43,20,1
2023_08_LV_DET,2023,8,DET,LV,26,14,1
2023_08_MIN_GB,2023,8,GB,MIN,10,24,0
2023_08_NE_MIA,2023,8,MIA,NE,31,17,1
2023_08_NO_IND,2023,8,IND,NO,27,38,0
2023_08_NYJ_NYG,2023,8,NYG,NYJ,10,13,0
2023_08_PHI_WAS,2023,8,WAS,PHI,31,38,0
2023_08_TB_BUF,2023,8,BUF,TB,24,18,1
2023_09_ARI_CLE,2023,9,CLE,ARI,27,0,1
2023_09_BUF_CIN,2023,9,CIN,BUF,24,18,1
2023_09_CHI_NO,2023,9,NO,CHI,24,17,1
2023_09_DAL_PHI,2023,9,PHI,DAL,28,23,1
2023_09_IND_CAR,2023,9,CAR,IND,13,27,0
2023_09_LAC_NYJ,2023,9,NYJ,LAC,6,27,0
2023_09_LA_GB,2023,9,GB,LA,20,3,1
2023_09_MIA_KC,2023,9,KC,MIA,21,14,1
2023_09_MIN_ATL,2023,9,ATL,MIN,28,31,0
2023_09_NYG_LV,2023,9,LV,NYG,30,6,1
2023_09_SEA_BAL,2023,9,BAL,SEA,37,3,1
2023_09_TB_HOU,2023,9,HOU,TB,39,37,1
2023_09_TEN_PIT,2023,9,PIT,TEN,20,16,1
2023_09_WAS_NE,2023,9,NE,WAS,17,20,0
2023_10_ATL_ARI,2023,10,ARI,ATL,25,23,1
2023_10_CAR_CHI,2023,10,CHI,CAR,16,13,1
2023_10_CLE_BAL,2023,10,BAL,CLE,31,33,0
2023_10_DEN_BUF,2023,10,BUF,DEN,22,24,0
2023_10_DET_LAC,2023,10,LAC,DET,38,41,0
2023_10_GB_PIT,2023,10,PIT,GB,23,19,1
2023_10_HOU_CIN,2023,10,CIN,HOU,27,30,0
